celltype	n_cell	n_ctrl	assoc_mcp	assoc_mcz	hetero_mcp	hetero_mcz	n_fdr_0.05	n_fdr_0.1	n_fdr_0.2	trait	setting	q	discovery	mix_q	mix_discovery
epidermal cell	492.0	1000.0	0.87112886	-1.1021843	0.54545456	-0.14217417	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.99557584	False	0.8125207999999999	False
epithelial cell	426.0	1000.0	0.103896104	1.2700019	0.027972028	2.0919363	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.2582033353846154	False
epithelial cell of large intestine	1704.0	1000.0	0.6723277	-0.44631466	0.12087912	1.120906	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9172849483146067	False	0.43956043636363634	False
epithelial cell of proximal tubule	393.0	1000.0	0.31768233	0.41732058	0.7102897	-0.63160276	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.8694335757575758	False
epithelial cell of thymus	165.0	1000.0	0.2997003	0.3511967	0.04195804	1.7266923	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.3146853	False
fenestrated cell	268.0	1000.0	0.11788212	1.2414037	0.94505495	-1.5436226	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.9692003389830509	False
fibroblast	1330.0	1000.0	0.3756244	0.28451568	0.4235764	0.11049878	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6628665882352942	False	0.7159037746478873	False
fibroblast of cardiac tissue	3926.0	1000.0	0.14285715	1.0296894	0.116883114	1.1522403	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5303787272727272	False	0.43956043636363634	False
fibroblast of lung	483.0	1000.0	0.110889114	1.2945982	0.27772227	0.58287907	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.6460206666666667	False
fibrocyte	44.0	1000.0	0.13386613	1.0778172	0.6983017	-0.4267466	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.8638783917525773	False
granulocyte	2966.0	1000.0	0.24475524	0.67264843	0.045954045	1.8418226	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6249069957446809	False	0.31968033333333334	False
granulocyte monocyte progenitor cell	250.0	1000.0	0.15984017	0.9312872	0.08091908	1.5353438	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5409974769230769	False	0.35964035555555557	False
granulocytopoietic cell	483.0	1000.0	0.3106893	0.46908712	0.7172827	-0.6345534	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.8694335757575758	False
hematopoietic stem cell	3306.0	1000.0	0.17282717	0.9638448	0.20479521	0.67690605	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5409974769230769	False	0.6047286133333333	False
hepatocyte	1162.0	1000.0	0.12287712	1.2498435	0.004995005	3.4862661	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.134865135	False
immature B cell	589.0	1000.0	0.7902098	-0.7997585	0.22677323	0.7593901	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9614627878787879	False	0.6047286133333333	False
intermediate monocyte	12.0	1000.0	0.10789211	1.2230926	0.21878122	0.8856373	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.6047286133333333	False
interneuron	240.0	1000.0	0.9000999	-1.1904284	0.56443554	-0.21948522	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.8187267272727273	False
intestinal crypt stem cell	1579.0	1000.0	0.997003	-2.495159	0.74525476	-0.7408147	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.8826467529411764	False
keratinocyte	1215.0	1000.0	0.988012	-1.8812808	0.81918085	-0.9000588	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.9187074953271027	False
keratinocyte stem cell	35.0	1000.0	0.73026973	-0.58804053	0.39060938	0.30808905	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9525257347826086	False	0.7069401176470589	False
kidney collecting duct epithelial cell	445.0	1000.0	0.121878125	1.1989543	0.86413586	-1.0543051	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.922970814159292	False
kidney collecting duct principal cell	157.0	1000.0	0.054945055	1.8495525	0.5244755	-0.0922282	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.43956044	False	0.8068853846153846	False
kidney interstitial fibroblast	16.0	1000.0	0.52147853	-0.10122071	0.18381618	1.0585278	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.8142506493506494	False	0.6047286133333333	False
kidney loop of Henle ascending limb epithelial cell	146.0	1000.0	0.24175824	0.4428276	0.021978023	1.9745772	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6249069957446809	False	0.23976023999999999	False
large intestine goblet cell	1587.0	1000.0	0.8271728	-0.9315333	0.4975025	-0.15072149	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9731444705882354	False	0.7855302631578948	False
late pro-B cell	411.0	1000.0	0.7602398	-0.6985435	0.53646356	-0.25005952	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9602768659793814	False	0.8125207999999999	False
leukocyte	158.0	1000.0	0.7002997	-0.539296	0.85714287	-1.0488126	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9337329333333333	False	0.922970814159292	False
luminal epithelial cell of mammary gland	768.0	1000.0	0.8651349	-1.0462083	0.21978022	0.6625106	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.99557584	False	0.6047286133333333	False
lung macrophage	9.0	1000.0	0.53846157	-0.15601216	0.2967033	0.6662198	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.8284024153846152	False	0.6473526545454545	False
lung neuroendocrine cell	4.0	1000.0	0.61338663	-0.35267013	0.08691309	1.0870087	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.8730093176470587	False	0.3724846714285714	False
lymphocyte	10.0	1000.0	0.94205797	-1.4925842	0.38861138	0.41550294	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.7069401176470589	False
lymphoid progenitor cell	13.0	1000.0	0.32367632	0.47424412	0.6813187	-0.5479657	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.851648375	False
macrophage	2447.0	1000.0	0.17482518	0.8880003	0.41958043	0.10757521	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5409974769230769	False	0.7159037746478873	False
mature NK T cell	199.0	1000.0	0.997003	-2.1986732	0.22177823	0.7844311	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.6047286133333333	False
mature alpha-beta T cell	330.0	1000.0	0.988012	-2.0869029	0.2117882	0.76870364	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.6047286133333333	False
medium spiny neuron	103.0	1000.0	0.26473525	0.59279394	0.45954046	0.09080716	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.7570511671232878	False
megakaryocyte-erythroid progenitor cell	80.0	1000.0	0.7582418	-0.7245634	0.58441556	-0.06929567	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9602768659793814	False	0.8187267272727273	False
mesangial cell	93.0	1000.0	0.03996004	1.9398187	0.6003996	-0.1978878	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.3688619076923077	False	0.8187267272727273	False
mesenchymal stem cell	1429.0	1000.0	0.3036963	0.44148353	0.5944056	-0.32541913	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.8187267272727273	False
mesenchymal stem cell of adipose	4733.0	1000.0	0.038961038	1.8764431	0.3966034	0.095561504	0.0	0.0	1.0	PASS_Coronary_Artery_Disease	scDRS	0.3688619076923077	False	0.7069401176470589	False
microglial cell	13268.0	1000.0	0.46753246	0.076237075	0.39060938	0.11773174	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.7678807783783784	False	0.7069401176470589	False
monocyte	1281.0	1000.0	0.14585415	1.0730779	0.04795205	1.8323563	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5303787272727272	False	0.31968033333333334	False
mucus secreting cell	73.0	1000.0	0.27172828	0.30916494	0.06993007	1.5622164	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.35964035555555557	False
myeloid cell	2556.0	1000.0	0.0989011	1.3123794	0.24875125	0.51852155	0.0	0.0	1.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.6351095744680851	False
myeloid dendritic cell	373.0	1000.0	0.6733267	-0.5151335	0.75024974	-0.6669212	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9172849483146067	False	0.8826467529411764	False
myeloid leukocyte	209.0	1000.0	0.35964036	0.30498374	0.11388611	1.2065556	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.43956043636363634	False
naive B cell	2959.0	1000.0	0.8251748	-0.9281684	0.054945055	1.7253665	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9731444705882354	False	0.32967033	False
neuroepithelial cell	151.0	1000.0	0.5984016	-0.32012138	0.67432564	-0.4485068	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.8730093176470587	False	0.851648375	False
neuron	484.0	1000.0	0.61538464	-0.35792732	0.63336664	-0.42767993	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.8730093176470587	False	0.8456760913043478	False
neuronal stem cell	97.0	1000.0	0.962038	-1.6631325	0.7822178	-0.801021	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.9025589999999999	False
neutrophil	153.0	1000.0	0.4005994	0.21974847	0.6793207	-0.46036306	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6867418285714285	False	0.851648375	False
non-classical monocyte	149.0	1000.0	0.0959041	1.2987398	0.11988012	1.1748892	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.43956043636363634	False
oligodendrocyte	2094.0	1000.0	0.47352648	0.02506842	0.86913085	-0.9611759	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.7678807783783784	False	0.922970814159292	False
oligodendrocyte precursor cell	312.0	1000.0	0.8251748	-0.9461927	0.9350649	-1.3594418	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9731444705882354	False	0.9692003389830509	False
pancreatic A cell	521.0	1000.0	0.35464534	0.24223784	0.7752248	-0.7493369	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.9025589999999999	False
pancreatic B cell	1342.0	1000.0	0.11588412	1.2560968	0.28971028	0.3653993	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.6460206666666667	False
pancreatic D cell	191.0	1000.0	0.68031967	-0.5401144	0.57742256	-0.16635665	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9172849483146067	False	0.8187267272727273	False
pancreatic PP cell	71.0	1000.0	0.2837163	0.46723107	0.19480519	0.8618513	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.6047286133333333	False
pancreatic acinar cell	576.0	1000.0	0.42957044	-0.0378356	0.077922076	1.5588186	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.7176157333333334	False	0.35964035555555557	False
pancreatic ductal cell	313.0	1000.0	0.20879121	0.77279615	0.8771229	-1.0900925	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5938247720930233	False	0.9232872631578948	False
pancreatic stellate cell	48.0	1000.0	0.36363637	0.26389563	0.35764235	0.51084316	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.7069401176470589	False
pericyte cell	38.0	1000.0	0.003996004	2.8698905	0.32967034	0.4821562	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.11988011999999999	False	0.6924110275862069	False
plasma cell	25.0	1000.0	0.28071928	0.34921256	0.64835167	-0.32720852	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.8456760913043478	False
plasmacytoid dendritic cell	6.0	1000.0	0.13686314	1.129224	0.74925077	-0.3324827	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.8826467529411764	False
precursor B cell	856.0	1000.0	0.7102897	-0.58863384	0.18981019	0.84912485	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9366457582417583	False	0.6047286133333333	False
proerythroblast	107.0	1000.0	0.24375625	0.54658115	0.47852147	0.08429618	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6249069957446809	False	0.765634352	False
professional antigen presenting cell	130.0	1000.0	0.16483517	0.62646866	0.46053946	0.07214415	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5409974769230769	False	0.7570511671232878	False
promonocyte	1015.0	1000.0	0.3856144	0.21942128	0.28971028	0.45537648	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6706337391304349	False	0.6460206666666667	False
pulmonary interstitial fibroblast	50.0	1000.0	0.012987013	2.5646272	0.47352648	0.09958705	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.155844156	False	0.765634352	False
regulatory T cell	47.0	1000.0	0.8471528	-1.0262674	0.953047	-1.8480521	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9869741359223302	False	0.9692003389830509	False
respiratory basal cell	34.0	1000.0	0.33566433	0.34827226	0.07992008	1.4460614	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.35964035555555557	False
secretory cell	563.0	1000.0	0.91608393	-1.3325708	0.6413586	-0.45043063	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.8456760913043478	False
skeletal muscle satellite cell	2725.0	1000.0	0.98101896	-1.6878628	0.27772227	0.40956426	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.997003	False	0.6460206666666667	False
smooth muscle cell	103.0	1000.0	0.000999001	5.032307	0.000999001	3.6728065	0.0	0.0	2.0	PASS_Coronary_Artery_Disease	scDRS	0.05994006	True	0.11988011999999999	False
smooth muscle cell of the pulmonary artery	111.0	1000.0	0.3096903	0.44660085	0.008991009	2.513976	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.134865135	False
smooth muscle cell of trachea	125.0	1000.0	0.005994006	4.196762	0.006993007	2.4550722	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.11988011999999999	False	0.134865135	False
stromal cell	340.0	1000.0	0.077922076	1.4320878	0.978022	-1.9284593	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.978022	False
thymocyte	1625.0	1000.0	0.7762238	-0.7582917	0.13386613	1.0578499	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.9602768659793814	False	0.45896958857142856	False
type I pneumocyte	4.0	1000.0	0.027972028	2.1843426	0.81918085	-1.7532234	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.30514939636363636	False	0.9187074953271027	False
type II pneumocyte	167.0	1000.0	0.24175824	0.39893913	0.09090909	1.4282814	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6249069957446809	False	0.3761755448275862	False
valve cell	315.0	1000.0	0.12987013	1.1007136	0.023976024	1.8997283	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.5297928	False	0.23976023999999999	False
vein endothelial cell	152.0	1000.0	0.33466533	0.4164064	0.037962038	1.7517116	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.6566567641791045	False	0.311688304	False
ventricular myocyte	147.0	1000.0	0.001998002	3.4711611	0.67432564	-0.5603986	0.0	0.0	0.0	PASS_Coronary_Artery_Disease	scDRS	0.07992007999999999	True	0.851648375	False
B cell	5629.0	1000.0	0.4225774	0.12787515	0.66433567	-0.5083115	2.0	6.0	13.0	UKB_460K.body_BMIz	scDRS	0.8594794576271186	False	0.8100990303030303	False
Bergmann glial cell	54.0	1000.0	0.003996004	3.1772156	0.045954045	1.4927559	2.0	3.0	5.0	UKB_460K.body_BMIz	scDRS	0.05994006	True	0.27572427	False
Brush cell of epithelium proper of large intestine	175.0	1000.0	0.35364637	0.352646	0.003996004	2.952012	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.8475734736842105	False	0.07992007999999999	False
CD4-positive, alpha-beta T cell	1170.0	1000.0	0.38261738	0.25147504	0.28871128	0.49226812	0.0	2.0	2.0	UKB_460K.body_BMIz	scDRS	0.8475734736842105	False	0.5679566163934426	False
CD8-positive, alpha-beta T cell	1070.0	1000.0	0.33166832	0.34232005	0.94905096	-1.5133712	0.0	1.0	3.0	UKB_460K.body_BMIz	scDRS	0.8291708	False	0.9570261781512605	False
DN4 thymocyte	1756.0	1000.0	0.08991009	1.3751796	0.02997003	2.1597407	1.0	3.0	7.0	UKB_460K.body_BMIz	scDRS	0.53946054	False	0.23226773250000002	False
Kupffer cell	262.0	1000.0	0.78821176	-0.78747904	0.07092907	1.4848627	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.34045953599999995	False
NK cell	877.0	1000.0	0.24275725	0.5170798	0.22177823	0.66037697	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.7873208108108108	False	0.47737975714285713	False
T cell	1329.0	1000.0	0.37662336	0.22059251	0.6823177	-0.50070983	1.0	3.0	4.0	UKB_460K.body_BMIz	scDRS	0.8475734736842105	False	0.81878124	False
adventitial cell	289.0	1000.0	0.7082917	-0.5492237	0.5194805	-0.06092988	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.7324543384615385	False
aortic endothelial cell	467.0	1000.0	0.5744256	-0.2237579	0.95804197	-1.7818124	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9508300273972603	False	0.95804197	False
astrocyte	592.0	1000.0	0.001998002	4.2040253	0.000999001	4.467539	29.0	51.0	96.0	UKB_460K.body_BMIz	scDRS	0.03425146285714286	True	0.039960039999999995	True
atrial myocyte	403.0	1000.0	0.73026973	-0.66459763	0.33466533	0.47252846	0.0	1.0	1.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.6082152882352941	False
basal cell	2139.0	1000.0	0.4025974	0.19449309	0.006993007	3.260171	0.0	0.0	2.0	UKB_460K.body_BMIz	scDRS	0.8475734736842105	False	0.104895105	False
basal cell of epidermis	4214.0	1000.0	0.31968033	0.42239037	0.110889114	1.3199289	2.0	3.0	6.0	UKB_460K.body_BMIz	scDRS	0.8162050978723404	False	0.35333087368421057	False
basal epithelial cell of tracheobronchial tree	404.0	1000.0	0.5724276	-0.3182389	0.16483517	0.97603405	0.0	1.0	1.0	UKB_460K.body_BMIz	scDRS	0.9508300273972603	False	0.41840510588235297	False
basophil	71.0	1000.0	0.7032967	-0.5877447	0.22677323	0.78875726	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.4774173263157895	False
bladder cell	1012.0	1000.0	0.5014985	-0.08428223	0.4035964	-0.010615631	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9258433846153846	False	0.6445502337662338	False
bladder urothelial cell	1420.0	1000.0	0.8221778	-0.9109552	0.04095904	2.024127	0.0	1.0	1.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.2730602666666667	False
brain pericyte	484.0	1000.0	0.18081918	0.94671476	0.06593407	1.5180284	1.0	1.0	3.0	UKB_460K.body_BMIz	scDRS	0.6999452129032258	False	0.34045953599999995	False
bronchial smooth muscle cell	2117.0	1000.0	0.4105894	0.1796178	0.5904096	-0.33354223	1.0	3.0	5.0	UKB_460K.body_BMIz	scDRS	0.8494953103448276	False	0.7508281263157894	False
bulge keratinocyte	2604.0	1000.0	0.04895105	1.8731511	0.027972028	2.297279	4.0	13.0	25.0	UKB_460K.body_BMIz	scDRS	0.4195804285714286	False	0.23226773250000002	False
chondrocyte	275.0	1000.0	0.44755244	-0.02042568	0.8901099	-1.1737072	0.0	0.0	1.0	UKB_460K.body_BMIz	scDRS	0.8804310295081967	False	0.9288103304347826	False
ciliated columnar cell of tracheobronchial tree	70.0	1000.0	0.962038	-1.6744195	0.48151848	0.076657765	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9783437288135594	False	0.7222777200000001	False
classical monocyte	202.0	1000.0	0.7622378	-0.7166842	0.04995005	1.7289059	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.28542885714285715	False
club cell of bronchiole	22.0	1000.0	0.92907095	-1.127497	0.46953046	0.26031792	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.7132108253164556	False
dendritic cell	62.0	1000.0	0.94005996	-1.2847772	0.06993007	1.4125949	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.34045953599999995	False
early pro-B cell	72.0	1000.0	0.3026973	0.34698668	0.5184815	0.026726699	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.7896451304347826	False	0.7324543384615385	False
endocardial cell	375.0	1000.0	0.7962038	-0.8512184	0.8901099	-1.1808351	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.9288103304347826	False
endothelial cell	4928.0	1000.0	0.64735264	-0.43498707	0.53946054	-0.26668498	1.0	3.0	5.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.7324543384615385	False
endothelial cell of coronary artery	2694.0	1000.0	0.6993007	-0.57642114	0.27672327	0.5078064	1.0	1.0	3.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.55944056	False
endothelial cell of hepatic sinusoid	617.0	1000.0	0.6923077	-0.55592376	0.5944056	-0.2843218	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.7508281263157894	False
endothelial cell of lymphatic vessel	99.0	1000.0	0.045954045	1.8664936	0.6903097	-0.53642744	0.0	0.0	1.0	UKB_460K.body_BMIz	scDRS	0.4195804285714286	False	0.8201699405940595	False
enterocyte of epithelium of large intestine	2542.0	1000.0	0.9030969	-1.2072943	0.10489511	1.3549755	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.35333087368421057	False
enteroendocrine cell	161.0	1000.0	0.07492507	1.5105078	0.18181819	0.82550603	0.0	0.0	1.0	UKB_460K.body_BMIz	scDRS	0.49213942736842115	False	0.4195804384615384	False
ependymal cell	55.0	1000.0	0.8031968	-0.86130404	0.4135864	0.16656809	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.6445502337662338	False
epidermal cell	492.0	1000.0	0.16383617	0.8912562	0.005994006	3.2115664	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.6999452129032258	False	0.10275438857142856	False
epithelial cell	426.0	1000.0	0.84615386	-1.0079082	0.91608393	-1.3209279	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.9476730310344827	False
epithelial cell of large intestine	1704.0	1000.0	0.17382617	0.9313965	0.10689311	1.2576432	1.0	1.0	3.0	UKB_460K.body_BMIz	scDRS	0.6999452129032258	False	0.35333087368421057	False
epithelial cell of proximal tubule	393.0	1000.0	0.95004994	-1.5141363	0.002997003	3.0171604	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.071928072	False
epithelial cell of thymus	165.0	1000.0	0.26473525	0.5230718	0.3846154	0.24017967	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.7896451304347826	False	0.6355288767123288	False
fenestrated cell	268.0	1000.0	0.6613387	-0.4276641	0.5424575	-0.08258148	0.0	0.0	0.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.7324543384615385	False
fibroblast	1330.0	1000.0	0.46653345	0.071297415	0.110889114	1.1502668	1.0	2.0	4.0	UKB_460K.body_BMIz	scDRS	0.8886351428571428	False	0.35333087368421057	False
fibroblast of cardiac tissue	3926.0	1000.0	0.8121878	-0.90683967	0.16883117	0.9259066	0.0	2.0	2.0	UKB_460K.body_BMIz	scDRS	0.9744101948717949	False	0.41840510588235297	False
